"laus","sfips","cfips","county","year","lforce","employed","unemployed","unemprate"
"PS480470","48","167","Galveston County, TX","2001",129650,122864,6786,5.2
"CN481690","48","169","Garza County, TX","2001",2326,2238,88,3.8
"CN481710","48","171","Gillespie County, TX","2001",10829,10451,378,3.5
"CN481730","48","173","Glasscock County, TX","2001",741,718,23,3.1
"CN481750","48","175","Goliad County, TX","2001",3318,3178,140,4.2
"CN481770","48","177","Gonzales County, TX","2001",9228,8888,340,3.7
"CN481790","48","179","Gray County, TX","2001",10131,9681,450,4.4
"PA481000","48","181","Grayson County, TX","2001",55873,52894,2979,5.3
"CN481830","48","183","Gregg County, TX","2001",55864,52786,3078,5.5
"CN481850","48","185","Grimes County, TX","2001",9940,9386,554,5.6
"CN481870","48","187","Guadalupe County, TX","2001",46414,44615,1799,3.9
"CN481890","48","189","Hale County, TX","2001",17116,16315,801,4.7
"CN481910","48","191","Hall County, TX","2001",1738,1644,94,5.4
"CN481930","48","193","Hamilton County, TX","2001",4207,4046,161,3.8
"CN481950","48","195","Hansford County, TX","2001",2871,2786,85,3
"CN481970","48","197","Hardeman County, TX","2001",2438,2344,94,3.9
"CN481990","48","199","Hardin County, TX","2001",23312,21860,1452,6.2
"CN482010","48","201","Harris County, TX","2001",1749122,1666525,82597,4.7
"PA483400","48","203","Harrison County, TX","2001",29154,27554,1600,5.5
"CN482050","48","205","Hartley County, TX","2001",2450,2371,79,3.2
"CN482070","48","207","Haskell County, TX","2001",3113,2989,124,4
"CN482090","48","209","Hays County, TX","2001",57876,55591,2285,3.9
"CN482110","48","211","Hemphill County, TX","2001",1971,1918,53,2.7
"CN482130","48","213","Henderson County, TX","2001",33110,31568,1542,4.7
"CN482150","48","215","Hidalgo County, TX","2001",219067,197879,21188,9.7
"CN482170","48","217","Hill County, TX","2001",15284,14412,872,5.7
"CN482190","48","219","Hockley County, TX","2001",11291,10845,446,4
"CN482210","48","221","Hood County, TX","2001",20565,19611,954,4.6
"CN482230","48","223","Hopkins County, TX","2001",16235,15498,737,4.5
"CN482250","48","225","Houston County, TX","2001",9535,9028,507,5.3
"CN482270","48","227","Howard County, TX","2001",13966,13263,703,5
"CN482290","48","229","Hudspeth County, TX","2001",1311,1240,71,5.4
"PA483100","48","231","Hunt County, TX","2001",38621,36720,1901,4.9
"CN482330","48","233","Hutchinson County, TX","2001",11115,10636,479,4.3
"CN482350","48","235","Irion County, TX","2001",931,900,31,3.3
"CN482370","48","237","Jack County, TX","2001",3784,3619,165,4.4
"CN482390","48","239","Jackson County, TX","2001",6857,6549,308,4.5
"CN482410","48","241","Jasper County, TX","2001",15528,14190,1338,8.6
"CN482430","48","243","Jeff Davis County, TX","2001",1200,1155,45,3.8
"CN482450","48","245","Jefferson County, TX","2001",111335,103359,7976,7.2
"CN482470","48","247","Jim Hogg County, TX","2001",2202,2096,106,4.8
"CN482490","48","249","Jim Wells County, TX","2001",17434,16456,978,5.6
"PA481540","48","251","Johnson County, TX","2001",67395,64413,2982,4.4
"CN482530","48","253","Jones County, TX","2001",7545,7153,392,5.2
"CN482550","48","255","Karnes County, TX","2001",5381,5079,302,5.6
"CN482570","48","257","Kaufman County, TX","2001",38678,36697,1981,5.1
"CN482590","48","259","Kendall County, TX","2001",12389,11910,479,3.9
"CN482610","48","261","Kenedy County, TX","2001",207,200,7,3.4
"CN482630","48","263","Kent County, TX","2001",440,426,14,3.2
"CN482650","48","265","Kerr County, TX","2001",19461,18623,838,4.3
"CN482670","48","267","Kimble County, TX","2001",2287,2212,75,3.3
"CN482690","48","269","King County, TX","2001",239,232,7,2.9
"CN482710","48","271","Kinney County, TX","2001",1256,1169,87,6.9
"CN482730","48","273","Kleberg County, TX","2001",14044,13332,712,5.1
"CN482750","48","275","Knox County, TX","2001",1855,1775,80,4.3
"CN482770","48","277","Lamar County, TX","2001",22850,21412,1438,6.3
"CN482790","48","279","Lamb County, TX","2001",7211,6821,390,5.4
"CN482810","48","281","Lampasas County, TX","2001",8836,8449,387,4.4
"CN482830","48","283","La Salle County, TX","2001",2214,2062,152,6.9
"CN482850","48","285","Lavaca County, TX","2001",9392,9076,316,3.4
"CN482870","48","287","Lee County, TX","2001",8300,7957,343,4.1
"CN482890","48","289","Leon County, TX","2001",7157,6788,369,5.2
"CN482910","48","291","Liberty County, TX","2001",30626,28737,1889,6.2
"CN482930","48","293","Limestone County, TX","2001",9840,9371,469,4.8
"CN482950","48","295","Lipscomb County, TX","2001",1488,1438,50,3.4
"CN482970","48","297","Live Oak County, TX","2001",4952,4728,224,4.5
"CN482990","48","299","Llano County, TX","2001",7487,7134,353,4.7
"CN483010","48","301","Loving County, TX","2001",48,45,3,6.3
"CN483030","48","303","Lubbock County, TX","2001",131115,126276,4839,3.7
"CN483050","48","305","Lynn County, TX","2001",3036,2887,149,4.9
"CN483070","48","307","McCulloch County, TX","2001",3660,3443,217,5.9
"CN483090","48","309","McLennan County, TX","2001",103811,98843,4968,4.8
"CN483110","48","311","McMullen County, TX","2001",438,421,17,3.9
"CN483130","48","313","Madison County, TX","2001",4937,4679,258,5.2
"CN483150","48","315","Marion County, TX","2001",4607,4303,304,6.6
"CN483170","48","317","Martin County, TX","2001",2182,2093,89,4.1
"CN483190","48","319","Mason County, TX","2001",2102,2040,62,2.9
"CN483210","48","321","Matagorda County, TX","2001",17424,16075,1349,7.7
"CN483230","48","323","Maverick County, TX","2001",16605,13666,2939,17.7
"CN483250","48","325","Medina County, TX","2001",18208,17386,822,4.5
"CN483270","48","327","Menard County, TX","2001",1132,1080,52,4.6
"CN483290","48","329","Midland County, TX","2001",59724,57458,2266,3.8
"CN483310","48","331","Milam County, TX","2001",11756,11223,533,4.5
"CN483330","48","333","Mills County, TX","2001",2459,2370,89,3.6
"CN483350","48","335","Mitchell County, TX","2001",3445,3245,200,5.8
"CN483370","48","337","Montague County, TX","2001",9003,8582,421,4.7
"PA481800","48","339","Montgomery County, TX","2001",159843,153512,6331,4
"CN483410","48","341","Moore County, TX","2001",10052,9714,338,3.4
"CN483430","48","343","Morris County, TX","2001",5918,5507,411,6.9
"CN483450","48","345","Motley County, TX","2001",677,653,24,3.5
"CN483470","48","347","Nacogdoches County, TX","2001",29679,28277,1402,4.7
"CN483490","48","349","Navarro County, TX","2001",21139,19981,1158,5.5
"CN483510","48","351","Newton County, TX","2001",5952,5359,593,10
"CN483530","48","353","Nolan County, TX","2001",7209,6839,370,5.1
"CN483550","48","355","Nueces County, TX","2001",149020,141074,7946,5.3
"CN483570","48","357","Ochiltree County, TX","2001",4929,4777,152,3.1
"CN483590","48","359","Oldham County, TX","2001",1167,1131,36,3.1
"PA480250","48","361","Orange County, TX","2001",40433,37195,3238,8
"CN483630","48","363","Palo Pinto County, TX","2001",13271,12645,626,4.7
"CN483650","48","365","Panola County, TX","2001",10627,10036,591,5.6
"CN483670","48","367","Parker County, TX","2001",46781,44936,1845,3.9
"CN483690","48","369","Parmer County, TX","2001",4597,4427,170,3.7
"CN483710","48","371","Pecos County, TX","2001",7000,6642,358,5.1
"CN483730","48","373","Polk County, TX","2001",15986,14984,1002,6.3
"CN483750","48","375","Potter County, TX","2001",52946,50068,2878,5.4
"CN483770","48","377","Presidio County, TX","2001",3301,2789,512,15.5
"CN483790","48","379","Rains County, TX","2001",4458,4232,226,5.1
"CN483810","48","381","Randall County, TX","2001",60328,58767,1561,2.6
"CN483830","48","383","Reagan County, TX","2001",1662,1607,55,3.3
"CN483850","48","385","Real County, TX","2001",1307,1234,73,5.6
"CN483870","48","387","Red River County, TX","2001",6687,6135,552,8.3
"CN483890","48","389","Reeves County, TX","2001",4984,4616,368,7.4
"CN483910","48","391","Refugio County, TX","2001",3633,3466,167,4.6
"CN483930","48","393","Roberts County, TX","2001",520,507,13,2.5
"CN483950","48","395","Robertson County, TX","2001",7097,6747,350,4.9
"CN483970","48","397","Rockwall County, TX","2001",25730,24676,1054,4.1
"CN483990","48","399","Runnels County, TX","2001",5199,4962,237,4.6
"CN484010","48","401","Rusk County, TX","2001",21290,20187,1103,5.2
"CN484030","48","403","Sabine County, TX","2001",3747,3355,392,10.5
"CN484050","48","405","San Augustine County, TX","2001",3784,3568,216,5.7
"CN484070","48","407","San Jacinto County, TX","2001",9517,9037,480,5
"PA480450","48","409","San Patricio County, TX","2001",27678,26012,1666,6
"CN484110","48","411","San Saba County, TX","2001",2864,2738,126,4.4
"CN484130","48","413","Schleicher County, TX","2001",1573,1522,51,3.2
"CN484150","48","415","Scurry County, TX","2001",7226,6842,384,5.3
"CN484170","48","417","Shackelford County, TX","2001",1735,1679,56,3.2
"CN484190","48","419","Shelby County, TX","2001",11723,11077,646,5.5
"CN484210","48","421","Sherman County, TX","2001",1684,1637,47,2.8
"CN484230","48","423","Smith County, TX","2001",87230,82928,4302,4.9
"CN484250","48","425","Somervell County, TX","2001",3449,3294,155,4.5
"CN484270","48","427","Starr County, TX","2001",18629,15655,2974,16
"CN484290","48","429","Stephens County, TX","2001",4331,4150,181,4.2
"CN484310","48","431","Sterling County, TX","2001",759,732,27,3.6
"CN484330","48","433","Stonewall County, TX","2001",853,816,37,4.3
"CN484350","48","435","Sutton County, TX","2001",2261,2185,76,3.4
"CN484370","48","437","Swisher County, TX","2001",3902,3736,166,4.3
"CN484390","48","439","Tarrant County, TX","2001",801247,765588,35659,4.5
"CN484410","48","441","Taylor County, TX","2001",61502,58774,2728,4.4
"CN484430","48","443","Terrell County, TX","2001",494,469,25,5.1
"CN484450","48","445","Terry County, TX","2001",5769,5457,312,5.4
"CN484470","48","447","Throckmorton County, TX","2001",987,956,31,3.1
"CN484490","48","449","Titus County, TX","2001",13349,12745,604,4.5
"CN484510","48","451","Tom Green County, TX","2001",51259,49258,2001,3.9
"CN484530","48","453","Travis County, TX","2001",492751,471037,21714,4.4
"CN484550","48","455","Trinity County, TX","2001",5631,5298,333,5.9
"CN484570","48","457","Tyler County, TX","2001",8105,7511,594,7.3
"CN484590","48","459","Upshur County, TX","2001",16786,15905,881,5.2
"CN484610","48","461","Upton County, TX","2001",1566,1501,65,4.2
"CN484630","48","463","Uvalde County, TX","2001",11345,10606,739,6.5
"CN484650","48","465","Val Verde County, TX","2001",17694,16576,1118,6.3
"CN484670","48","467","Van Zandt County, TX","2001",23088,22036,1052,4.6
"PA481400","48","469","Victoria County, TX","2001",43129,41279,1850,4.3
"CN484710","48","471","Walker County, TX","2001",25007,23676,1331,5.3
"CN484730","48","473","Waller County, TX","2001",15408,14713,695,4.5
"CN484750","48","475","Ward County, TX","2001",4464,4210,254,5.7
"CN484770","48","477","Washington County, TX","2001",15157,14599,558,3.7
"PS480870","48","479","Webb County, TX","2001",73032,68210,4822,6.6
"CN484810","48","481","Wharton County, TX","2001",20353,19408,945,4.6
"CN484830","48","483","Wheeler County, TX","2001",2722,2617,105,3.9
"CN484850","48","485","Wichita County, TX","2001",61931,59119,2812,4.5
"CN484870","48","487","Wilbarger County, TX","2001",7324,7049,275,3.8
"CN484890","48","489","Willacy County, TX","2001",7228,6431,797,11
"PA483150","48","491","Williamson County, TX","2001",153603,147263,6340,4.1
"CN484930","48","493","Wilson County, TX","2001",15841,15167,674,4.3
"CN484950","48","495","Winkler County, TX","2001",2939,2774,165,5.6
"CN484970","48","497","Wise County, TX","2001",25835,24772,1063,4.1
"CN484990","48","499","Wood County, TX","2001",16360,15451,909,5.6
"CN485010","48","501","Yoakum County, TX","2001",3499,3347,152,4.3
"CN485030","48","503","Young County, TX","2001",8740,8305,435,5
"CN485050","48","505","Zapata County, TX","2001",4148,3845,303,7.3
"CN485070","48","507","Zavala County, TX","2001",3745,3244,501,13.4
"CN490010","49","001","Beaver County, UT","2001",2964,2851,113,3.8
"CN490030","49","003","Box Elder County, UT","2001",20412,19478,934,4.6
"PA490400","49","005","Cache County, UT","2001",49889,48186,1703,3.4
"CN490070","49","007","Carbon County, UT","2001",9040,8467,573,6.3
"CN490090","49","009","Daggett County, UT","2001",469,447,22,4.7
"PS490100","49","011","Davis County, UT","2001",121491,116578,4913,4
"CN490130","49","013","Duchesne County, UT","2001",6741,6389,352,5.2
"CN490150","49","015","Emery County, UT","2001",4744,4429,315,6.6
"CN490170","49","017","Garfield County, UT","2001",2567,2363,204,7.9
"CN490190","49","019","Grand County, UT","2001",4711,4385,326,6.9
"CN490210","49","021","Iron County, UT","2001",17177,16406,771,4.5
"CN490230","49","023","Juab County, UT","2001",3761,3577,184,4.9
"CN490250","49","025","Kane County, UT","2001",3156,3022,134,4.2
"CN490270","49","027","Millard County, UT","2001",5629,5399,230,4.1
"CN490290","49","029","Morgan County, UT","2001",3451,3317,134,3.9
"CN490310","49","031","Piute County, UT","2001",769,725,44,5.7
"CN490330","49","033","Rich County, UT","2001",1169,1132,37,3.2
"CN490350","49","035","Salt Lake County, UT","2001",490570,469213,21357,4.4
"CN490370","49","037","San Juan County, UT","2001",4560,4180,380,8.3
"CN490390","49","039","Sanpete County, UT","2001",10026,9493,533,5.3
"CN490410","49","041","Sevier County, UT","2001",8541,8150,391,4.6
"CN490430","49","043","Summit County, UT","2001",18806,17936,870,4.6
"CN490450","49","045","Tooele County, UT","2001",21310,20297,1013,4.8
"CN490470","49","047","Uintah County, UT","2001",12164,11625,539,4.4
"CN490490","49","049","Utah County, UT","2001",182734,175283,7451,4.1
"CN490510","49","051","Wasatch County, UT","2001",7877,7522,355,4.5
"CN490530","49","053","Washington County, UT","2001",41854,40140,1714,4.1
"CN490550","49","055","Wayne County, UT","2001",1437,1364,73,5.1
"CN490570","49","057","Weber County, UT","2001",101419,96195,5224,5.2
"CN500010","50","001","Addison County, VT","2001",20679,20056,623,3
"CN500030","50","003","Bennington County, VT","2001",20258,19502,756,3.7
"CN500050","50","005","Caledonia County, VT","2001",15827,15208,619,3.9
"PA500100","50","007","Chittenden County, VT","2001",86140,83762,2378,2.8
"CN500090","50","009","Essex County, VT","2001",3291,3153,138,4.2
"CN500110","50","011","Franklin County, VT","2001",24981,24091,890,3.6
"CN500130","50","013","Grand Isle County, VT","2001",3907,3747,160,4.1
"CN500150","50","015","Lamoille County, VT","2001",13594,13114,480,3.5
"CN500170","50","017","Orange County, VT","2001",15883,15440,443,2.8
"CN500190","50","019","Orleans County, VT","2001",13443,12756,687,5.1
"PA500200","50","021","Rutland County, VT","2001",34367,33181,1186,3.5
"PA500300","50","023","Washington County, VT","2001",33046,31955,1091,3.3
"CN500250","50","025","Windham County, VT","2001",24369,23602,767,3.1
"PA500400","50","027","Windsor County, VT","2001",31438,30531,907,2.9
"CN510010","51","001","Accomack County, VA","2001",18272,17659,613,3.4
"PA510970","51","003","Albemarle County, VA","2001",43990,43041,949,2.2
"CN510050","51","005","Alleghany County, VA","2001",7764,7441,323,4.2
"CN510070","51","007","Amelia County, VA","2001",5897,5747,150,2.5
"CN510090","51","009","Amherst County, VA","2001",15117,14567,550,3.6
"CN510110","51","011","Appomattox County, VA","2001",6703,6414,289,4.3
"PS510100","51","013","Arlington County, VA","2001",118714,115860,2854,2.4
"PA510900","51","015","Augusta County, VA","2001",35040,34069,971,2.8
"CN510170","51","017","Bath County, VA","2001",2704,2604,100,3.7
"CN510190","51","019","Bedford County, VA","2001",31603,30576,1027,3.2
"CN510210","51","021","Bland County, VA","2001",3036,2864,172,5.7
"CN510230","51","023","Botetourt County, VA","2001",16618,16176,442,2.7
"CN510250","51","025","Brunswick County, VA","2001",6830,6461,369,5.4
"CN510270","51","027","Buchanan County, VA","2001",8845,8313,532,6
"CN510290","51","029","Buckingham County, VA","2001",6179,5967,212,3.4
"PA510800","51","031","Campbell County, VA","2001",26026,24922,1104,4.2
"CN510330","51","033","Caroline County, VA","2001",11027,10694,333,3
"CN510350","51","035","Carroll County, VA","2001",14767,13749,1018,6.9
"CN510360","51","036","Charles City County, VA","2001",3683,3503,180,4.9
"CN510370","51","037","Charlotte County, VA","2001",5457,5223,234,4.3
"PA510750","51","041","Chesterfield County, VA","2001",144404,140677,3727,2.6
"CN510430","51","043","Clarke County, VA","2001",7040,6883,157,2.2
"CN510450","51","045","Craig County, VA","2001",2496,2423,73,2.9
"CN510470","51","047","Culpeper County, VA","2001",17282,16833,449,2.6
"CN510490","51","049","Cumberland County, VA","2001",4197,4080,117,2.8
"CN510510","51","051","Dickenson County, VA","2001",5467,5085,382,7
"CN510530","51","053","Dinwiddie County, VA","2001",11933,11573,360,3
"CN510570","51","057","Essex County, VA","2001",5236,5067,169,3.2
"PA510950","51","059","Fairfax County, VA","2001",553881,539893,13988,2.5
"CN510610","51","061","Fauquier County, VA","2001",30955,30293,662,2.1
"CN510630","51","063","Floyd County, VA","2001",6827,6535,292,4.3
